2018 FIFA World Cup, Russia, 14 June 2018, 15 July 2018
2019 Rugby World Cup, Japan, 21 September 2019, 2 November 2019
World Golf Championships-HSBC Champions Sheshan International GC, Shanghai, CHN • Purse: $9,750,000
